L:0,I:0,T:240,D:an_In_stone,Q:48,O:0,L:0,N:3
L:32,I:744,T:311,D:a_scroll,Q:40,O:0,L:622,N:0
L:32,I:745,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:32,I:746,T:311,D:a_scroll,Q:40,O:0,L:621,N:0
L:32,I:747,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:32,I:748,T:311,D:a_scroll,Q:40,O:0,L:620,N:0
L:32,I:749,T:311,D:a_scroll,Q:40,O:0,L:618,N:750
L:32,I:750,T:311,D:a_scroll,Q:40,O:0,L:619,N:0
L:32,I:751,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:32,I:752,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:32,I:753,T:311,D:a_scroll,Q:40,O:0,L:615,N:754
L:32,I:754,T:311,D:a_scroll,Q:40,O:0,L:616,N:755
L:32,I:755,T:311,D:a_scroll,Q:40,O:0,L:617,N:0
L:32,I:756,T:311,D:a_scroll,Q:40,O:0,L:612,N:757
L:32,I:757,T:311,D:a_scroll,Q:40,O:0,L:613,N:758
L:32,I:758,T:311,D:a_scroll,Q:40,O:0,L:614,N:0
L:32,I:759,T:311,D:a_scroll,Q:40,O:0,L:608,N:760
L:32,I:760,T:311,D:a_scroll,Q:40,O:0,L:611,N:0
L:32,I:761,T:356,D:a_bridge,Q:40,O:0,L:0,N:0
L:32,I:762,T:397,D:a_set_variable_trap,Q:0,O:1,L:576,N:653
L:32,I:763,T:161,D:a_storage_crystal,Q:33,O:0,L:1,N:765
L:32,I:764,T:356,D:a_bridge,Q:40,O:0,L:0,N:878
L:32,I:765,T:161,D:a_storage_crystal,Q:34,O:0,L:1,N:0
L:32,I:766,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:32,I:767,T:416,D:a_move_trigger,Q:19,O:25,L:1011,N:0
L:32,I:768,T:416,D:a_move_trigger,Q:19,O:25,L:1011,N:0
L:32,I:769,T:418,D:a_use_trigger,Q:22,O:57,L:672,N:0
L:32,I:770,T:425,D:a_timer_trigger,Q:17,O:57,L:773,N:0
L:32,I:771,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:32,I:772,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:32,I:773,T:386,D:a_arrow_trap,Q:9,O:9,L:674,N:0
L:32,I:774,T:418,D:a_use_trigger,Q:22,O:56,L:667,N:0
L:32,I:775,T:416,D:a_move_trigger,Q:3,O:50,L:788,N:0
L:32,I:776,T:416,D:a_move_trigger,Q:1,O:50,L:789,N:0
L:32,I:777,T:416,D:a_move_trigger,Q:4,O:50,L:790,N:791
L:32,I:778,T:416,D:a_move_trigger,Q:4,O:51,L:791,N:792
L:32,I:779,T:416,D:a_move_trigger,Q:4,O:52,L:792,N:793
L:32,I:780,T:416,D:a_move_trigger,Q:4,O:53,L:793,N:794
L:32,I:781,T:416,D:a_move_trigger,Q:4,O:54,L:794,N:0
L:32,I:782,T:416,D:a_move_trigger,Q:2,O:54,L:795,N:796
L:32,I:783,T:416,D:a_move_trigger,Q:2,O:53,L:796,N:786
L:32,I:784,T:416,D:a_move_trigger,Q:2,O:52,L:786,N:798
L:32,I:785,T:416,D:a_move_trigger,Q:2,O:51,L:798,N:799
L:32,I:786,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:787,T:416,D:a_move_trigger,Q:2,O:50,L:799,N:0
L:32,I:788,T:389,D:a_change_terrain_trap,Q:30,O:63,L:0,N:0
L:32,I:789,T:389,D:a_change_terrain_trap,Q:30,O:63,L:0,N:0
L:32,I:790,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:791,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:792,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:793,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:794,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:795,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:796,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:797,T:54,D:a_strange_artifact,Q:40,O:0,L:0,N:801
L:32,I:798,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:799,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:800,T:206,D:a_plant,Q:40,O:0,L:1,N:0
L:32,I:801,T:205,D:a_piece_of_wood&pieces_of_wood,Q:40,O:0,L:1,N:802
L:32,I:802,T:205,D:a_piece_of_wood&pieces_of_wood,Q:40,O:0,L:1,N:808
L:32,I:803,T:256,D:a_curious_implement,Q:40,O:0,L:1,N:0
L:32,I:804,T:182,D:a_fish&fish,Q:40,O:0,L:1,N:805
L:32,I:805,T:166,D:a_sapphire,Q:40,O:0,L:1,N:807
L:32,I:806,T:173,D:a_grey_stone,Q:40,O:0,L:1,N:817
L:32,I:807,T:161,D:a_storage_crystal,Q:21,O:0,L:1,N:0
L:32,I:808,T:161,D:a_storage_crystal,Q:23,O:0,L:1,N:0
L:32,I:809,T:161,D:a_storage_crystal,Q:22,O:0,L:1,N:815
L:32,I:810,T:319,D:a_resilient_sphere,Q:63,O:0,L:1,N:816
L:32,I:811,T:319,D:a_resilient_sphere,Q:63,O:0,L:1,N:810
L:32,I:812,T:319,D:a_resilient_sphere,Q:63,O:0,L:1,N:811
L:32,I:813,T:319,D:a_resilient_sphere,Q:63,O:0,L:1,N:812
L:32,I:814,T:319,D:a_resilient_sphere,Q:63,O:0,L:1,N:813
L:32,I:815,T:319,D:a_resilient_sphere,Q:63,O:0,L:1,N:814
L:32,I:816,T:310,D:a_scroll,Q:40,O:0,L:610,N:0
L:32,I:817,T:310,D:a_scroll,Q:63,O:0,L:609,N:818
L:32,I:818,T:191,D:a_nutritious_wafer,Q:40,O:0,L:1,N:819
L:32,I:819,T:161,D:a_storage_crystal,Q:2,O:0,L:1,N:0
L:32,I:820,T:416,D:a_move_trigger,Q:8,O:3,L:841,N:0
L:32,I:821,T:416,D:a_move_trigger,Q:12,O:4,L:836,N:837
L:32,I:822,T:416,D:a_move_trigger,Q:11,O:4,L:837,N:838
L:32,I:823,T:416,D:a_move_trigger,Q:10,O:4,L:838,N:839
L:32,I:824,T:416,D:a_move_trigger,Q:9,O:4,L:839,N:840
L:32,I:825,T:416,D:a_move_trigger,Q:8,O:4,L:840,N:0
L:32,I:826,T:416,D:a_move_trigger,Q:8,O:1,L:842,N:0
L:32,I:827,T:416,D:a_move_trigger,Q:8,O:2,L:835,N:834
L:32,I:828,T:416,D:a_move_trigger,Q:9,O:2,L:834,N:833
L:32,I:829,T:416,D:a_move_trigger,Q:10,O:2,L:833,N:832
L:32,I:830,T:416,D:a_move_trigger,Q:11,O:2,L:832,N:831
L:32,I:831,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:832,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:833,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:834,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:835,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:836,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:837,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:838,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:839,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:840,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:841,T:389,D:a_change_terrain_trap,Q:30,O:63,L:0,N:0
L:32,I:842,T:389,D:a_change_terrain_trap,Q:30,O:63,L:0,N:0
L:32,I:843,T:416,D:a_move_trigger,Q:12,O:2,L:831,N:0
L:32,I:844,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:845,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:953
L:32,I:846,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:847,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:848,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:849,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:850,T:425,D:a_timer_trigger,Q:29,O:56,L:722,N:0
L:32,I:851,T:191,D:a_nutritious_wafer,Q:40,O:0,L:1,N:0
L:32,I:852,T:455,D:some_spacey_twinkles,Q:40,O:38,L:1,N:853
L:32,I:853,T:455,D:some_spacey_twinkles,Q:40,O:40,L:1,N:854
L:32,I:854,T:455,D:some_spacey_twinkles,Q:40,O:39,L:1,N:985
L:32,I:855,T:455,D:some_spacey_twinkles,Q:40,O:39,L:1,N:858
L:32,I:856,T:455,D:some_spacey_twinkles,Q:40,O:41,L:1,N:857
L:32,I:857,T:455,D:some_spacey_twinkles,Q:40,O:38,L:1,N:860
L:32,I:858,T:455,D:some_spacey_twinkles,Q:40,O:42,L:1,N:859
L:32,I:859,T:455,D:some_spacey_twinkles,Q:40,O:38,L:1,N:989
L:32,I:860,T:455,D:some_spacey_twinkles,Q:40,O:42,L:1,N:984
L:32,I:861,T:455,D:some_spacey_twinkles,Q:40,O:38,L:1,N:862
L:32,I:862,T:455,D:some_spacey_twinkles,Q:40,O:39,L:1,N:863
L:32,I:863,T:455,D:some_spacey_twinkles,Q:40,O:42,L:1,N:990
L:32,I:864,T:455,D:some_spacey_twinkles,Q:40,O:38,L:1,N:865
L:32,I:865,T:455,D:some_spacey_twinkles,Q:40,O:40,L:1,N:866
L:32,I:866,T:455,D:some_spacey_twinkles,Q:40,O:41,L:1,N:982
L:32,I:867,T:455,D:some_spacey_twinkles,Q:40,O:42,L:1,N:868
L:32,I:868,T:455,D:some_spacey_twinkles,Q:40,O:40,L:1,N:869
L:32,I:869,T:455,D:some_spacey_twinkles,Q:40,O:38,L:1,N:983
L:32,I:870,T:455,D:some_spacey_twinkles,Q:40,O:38,L:1,N:871
L:32,I:871,T:455,D:some_spacey_twinkles,Q:40,O:41,L:1,N:872
L:32,I:872,T:455,D:some_spacey_twinkles,Q:40,O:39,L:1,N:980
L:32,I:873,T:455,D:some_spacey_twinkles,Q:40,O:42,L:1,N:874
L:32,I:874,T:455,D:some_spacey_twinkles,Q:40,O:40,L:1,N:875
L:32,I:875,T:455,D:some_spacey_twinkles,Q:40,O:39,L:1,N:981
L:32,I:876,T:455,D:some_spacey_twinkles,Q:40,O:41,L:1,N:877
L:32,I:877,T:455,D:some_spacey_twinkles,Q:40,O:40,L:1,N:998
L:32,I:878,T:422,D:an_enter_trigger,Q:31,O:31,L:997,N:997
L:32,I:879,T:455,D:some_spacey_twinkles,Q:40,O:38,L:1,N:880
L:32,I:880,T:455,D:some_spacey_twinkles,Q:40,O:38,L:1,N:881
L:32,I:881,T:455,D:some_spacey_twinkles,Q:40,O:39,L:1,N:977
L:32,I:882,T:455,D:some_spacey_twinkles,Q:40,O:38,L:1,N:883
L:32,I:883,T:455,D:some_spacey_twinkles,Q:40,O:40,L:1,N:884
L:32,I:884,T:455,D:some_spacey_twinkles,Q:40,O:39,L:1,N:978
L:32,I:885,T:455,D:some_spacey_twinkles,Q:40,O:42,L:1,N:886
L:32,I:886,T:455,D:some_spacey_twinkles,Q:40,O:39,L:1,N:1010
L:32,I:887,T:416,D:a_move_trigger,Q:50,O:38,L:1014,N:0
L:32,I:888,T:416,D:a_move_trigger,Q:45,O:41,L:889,N:0
L:32,I:889,T:402,D:a_jump_trap,Q:24,O:0,L:0,N:0
L:32,I:890,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:891,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:892,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:893,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:894
L:32,I:894,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:895
L:32,I:895,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:896,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:897
L:32,I:897,T:234,D:a_Corp_stone,Q:40,O:0,L:1,N:898
L:32,I:898,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:899
L:32,I:899,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:900
L:32,I:900,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:901
L:32,I:901,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:902
L:32,I:902,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:903
L:32,I:903,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:904
L:32,I:904,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:905
L:32,I:905,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:906,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:907
L:32,I:907,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:908
L:32,I:908,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:909
L:32,I:909,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:910
L:32,I:910,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:911
L:32,I:911,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:912
L:32,I:912,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:913,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:914
L:32,I:914,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:915
L:32,I:915,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:916
L:32,I:916,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:917
L:32,I:917,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:918
L:32,I:918,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:919
L:32,I:919,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:920,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:921
L:32,I:921,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:922
L:32,I:922,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:923
L:32,I:923,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:924
L:32,I:924,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:925
L:32,I:925,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:926
L:32,I:926,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:927,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:928
L:32,I:928,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:929
L:32,I:929,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:930
L:32,I:930,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:931
L:32,I:931,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:932
L:32,I:932,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:933
L:32,I:933,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:934,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:935
L:32,I:935,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:936
L:32,I:936,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:937
L:32,I:937,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:938
L:32,I:938,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:939,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:943
L:32,I:940,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:941
L:32,I:941,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:942,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:940
L:32,I:943,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:944
L:32,I:944,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:942
L:32,I:945,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:946
L:32,I:946,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:947
L:32,I:947,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:948
L:32,I:948,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:951
L:32,I:949,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:950
L:32,I:950,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:945
L:32,I:951,T:242,D:a_Kal_stone,Q:40,O:0,L:1,N:0
L:32,I:952,T:176,D:a_piece_of_meat&pieces_of_meat,Q:40,O:0,L:1,N:0
L:32,I:953,T:416,D:a_move_trigger,Q:50,O:57,L:963,N:0
L:32,I:954,T:416,D:a_move_trigger,Q:50,O:58,L:966,N:962
L:32,I:955,T:416,D:a_move_trigger,Q:51,O:58,L:962,N:961
L:32,I:956,T:416,D:a_move_trigger,Q:52,O:58,L:961,N:960
L:32,I:957,T:416,D:a_move_trigger,Q:53,O:58,L:960,N:959
L:32,I:958,T:416,D:a_move_trigger,Q:54,O:58,L:959,N:0
L:32,I:959,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:960,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:961,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:962,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:963,T:389,D:a_change_terrain_trap,Q:30,O:63,L:0,N:0
L:32,I:964,T:416,D:a_move_trigger,Q:50,O:60,L:965,N:0
L:32,I:965,T:389,D:a_change_terrain_trap,Q:30,O:63,L:0,N:969
L:32,I:966,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:967,T:416,D:a_move_trigger,Q:52,O:60,L:973,N:972
L:32,I:968,T:416,D:a_move_trigger,Q:53,O:60,L:974,N:973
L:32,I:969,T:416,D:a_move_trigger,Q:51,O:60,L:972,N:0
L:32,I:970,T:416,D:a_move_trigger,Q:49,O:60,L:971,N:971
L:32,I:971,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:972,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:973,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:974,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:975,T:389,D:a_change_terrain_trap,Q:31,O:63,L:0,N:0
L:32,I:976,T:416,D:a_move_trigger,Q:54,O:60,L:975,N:974
L:32,I:977,T:416,D:a_move_trigger,Q:9,O:9,L:986,N:0
L:32,I:978,T:416,D:a_move_trigger,Q:53,O:9,L:987,N:0
L:32,I:979,T:416,D:a_move_trigger,Q:53,O:53,L:988,N:0
L:32,I:980,T:416,D:a_move_trigger,Q:53,O:9,L:987,N:0
L:32,I:981,T:416,D:a_move_trigger,Q:53,O:53,L:988,N:0
L:32,I:982,T:416,D:a_move_trigger,Q:9,O:9,L:986,N:0
L:32,I:983,T:416,D:a_move_trigger,Q:53,O:53,L:988,N:0
L:32,I:984,T:416,D:a_move_trigger,Q:53,O:9,L:987,N:0
L:32,I:985,T:416,D:a_move_trigger,Q:9,O:9,L:986,N:0
L:32,I:986,T:385,D:a_teleport_trap,Q:9,O:9,L:0,N:0
L:32,I:987,T:385,D:a_teleport_trap,Q:53,O:9,L:0,N:0
L:32,I:988,T:385,D:a_teleport_trap,Q:53,O:53,L:0,N:0
L:32,I:989,T:416,D:a_move_trigger,Q:9,O:53,L:992,N:0
L:32,I:990,T:416,D:a_move_trigger,Q:9,O:53,L:992,N:0
L:32,I:991,T:416,D:a_move_trigger,Q:9,O:53,L:992,N:0
L:32,I:992,T:385,D:a_teleport_trap,Q:9,O:53,L:0,N:0
L:32,I:993,T:385,D:a_teleport_trap,Q:13,O:49,L:0,N:0
L:32,I:994,T:416,D:a_move_trigger,Q:19,O:25,L:1011,N:0
L:32,I:995,T:416,D:a_move_trigger,Q:19,O:25,L:1011,N:0
L:32,I:996,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:32,I:997,T:402,D:a_jump_trap,Q:48,O:0,L:0,N:652
L:32,I:998,T:455,D:some_spacey_twinkles,Q:40,O:38,L:1,N:991
L:32,I:999,T:309,D:a_scroll,Q:40,O:0,L:608,N:0
L:32,I:1000,T:309,D:a_scroll,Q:40,O:0,L:608,N:0
L:32,I:1001,T:279,D:an_amethyst_rod&amethyst_rods,Q:40,O:0,L:1,N:0
L:32,I:1002,T:416,D:a_move_trigger,Q:1,O:31,L:1003,N:0
L:32,I:1003,T:385,D:a_teleport_trap,Q:15,O:32,L:0,N:0
L:32,I:1004,T:416,D:a_move_trigger,Q:61,O:31,L:1005,N:0
L:32,I:1005,T:385,D:a_teleport_trap,Q:45,O:32,L:0,N:0
L:32,I:1006,T:416,D:a_move_trigger,Q:24,O:50,L:1015,N:0
L:32,I:1007,T:416,D:a_move_trigger,Q:38,O:12,L:1013,N:0
L:32,I:1008,T:416,D:a_move_trigger,Q:37,O:18,L:1009,N:0
L:32,I:1009,T:402,D:a_jump_trap,Q:24,O:0,L:0,N:0
L:32,I:1010,T:455,D:some_spacey_twinkles,Q:40,O:41,L:1,N:979
L:32,I:1011,T:402,D:a_jump_trap,Q:24,O:0,L:0,N:0
L:32,I:1012,T:402,D:a_jump_trap,Q:24,O:0,L:0,N:0
L:32,I:1013,T:402,D:a_jump_trap,Q:24,O:0,L:0,N:0
L:32,I:1014,T:402,D:a_jump_trap,Q:24,O:0,L:0,N:0
L:32,I:1015,T:402,D:a_jump_trap,Q:24,O:0,L:0,N:0
L:32,I:1016,T:416,D:a_move_trigger,Q:22,O:45,L:1017,N:0
L:32,I:1017,T:402,D:a_jump_trap,Q:24,O:0,L:0,N:0
L:32,I:1018,T:416,D:a_move_trigger,Q:12,O:24,L:1012,N:0
L:32,I:1019,T:416,D:a_move_trigger,Q:19,O:25,L:1011,N:0
L:32,I:1020,T:356,D:a_bridge,Q:0,O:0,L:0,N:0
L:32,I:1021,T:356,D:a_bridge,Q:0,O:0,L:0,N:0
L:32,I:1022,T:356,D:a_bridge,Q:0,O:0,L:0,N:0
L:32,I:1023,T:356,D:a_bridge,Q:0,O:0,L:0,N:0
L:32,I:1024,T:2,D:an_axe,Q:4,O:5,L:0,N:0
L:33,I:0,T:240,D:an_In_stone,Q:48,O:0,L:0,N:3
L:33,I:1,T:63,D:a_jeweled_shield,Q:0,O:0,L:0,N:0
L:33,I:2,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:3,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:4,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:5,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:6,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:7,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:8,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:9,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:10,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:11,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:12,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:13,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:14,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:15,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:16,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:17,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:18,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:19,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:20,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:21,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:22,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:23,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:24,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:25,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:26,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:27,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:28,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:29,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:30,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:31,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:32,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:33,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:34,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:35,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:36,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:37,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:38,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:39,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:40,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:41,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:42,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:43,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:44,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:45,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:46,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:47,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:48,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:49,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:50,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:51,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:52,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:53,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:54,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:55,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:56,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:57,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:58,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:59,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:60,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:61,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:62,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:63,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:64,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:65,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
L:33,I:66,T:0,D:a_hand_axe,Q:0,O:0,L:0,N:0
